ID,Language_ID,Parameter_ID,Value,Code_ID,Comment
dist-ping1243,ping1243,dist,lexical replacement,dist-lexicalreplacement,
repl_hand-ping1243,ping1243,repl_hand,yes,repl_hand-yes,
repl_five-ping1243,ping1243,repl_five,no,repl_five-no,
hand_replacement-ping1243,ping1243,hand_replacement,PAN *paNij ‘wing’ ?,hand_replacement-wing,
colex-mars1254,mars1254,colex,lexically distinct,colex-lexicallydistinct,
dist-mars1254,mars1254,dist,lexical replacement,dist-lexicalreplacement,
repl_hand-mars1254,mars1254,repl_hand,yes,repl_hand-yes,
repl_five-mars1254,mars1254,repl_five,no,repl_five-no,
hand_replacement-mars1254,mars1254,hand_replacement,PAN *paNij ‘wing’ ?,hand_replacement-wing,
colex-gilb1244,gilb1244,colex,lexically distinct,colex-lexicallydistinct,
dist-gilb1244,gilb1244,dist,lexical replacement,dist-lexicalreplacement,
repl_hand-gilb1244,gilb1244,repl_hand,yes,repl_hand-yes,
repl_five-gilb1244,gilb1244,repl_five,no,repl_five-no,
hand_replacement-gilb1244,gilb1244,hand_replacement,PAN *paNij ‘wing’ ?,hand_replacement-wing,
colex-kosr1238,kosr1238,colex,lexically distinct,colex-lexicallydistinct,
dist-kosr1238,kosr1238,dist,lexical replacement,dist-lexicalreplacement,
repl_hand-kosr1238,kosr1238,repl_hand,yes,repl_hand-yes,
repl_five-kosr1238,kosr1238,repl_five,no,repl_five-no,
hand_replacement-kosr1238,kosr1238,hand_replacement,PAN *paNij ‘wing’ ?,hand_replacement-wing,
colex-naur1243,naur1243,colex,lexically distinct,colex-lexicallydistinct,
dist-naur1243,naur1243,dist,lexical replacement,dist-lexicalreplacement,
repl_hand-naur1243,naur1243,repl_hand,yes,repl_hand-yes,
repl_five-naur1243,naur1243,repl_five,no,repl_five-no,
hand_replacement-naur1243,naur1243,hand_replacement,PAN *paNij ‘wing’ ?,hand_replacement-wing,
colex-kani1283,kani1283,colex,unknown,colex-unknown,
repl_hand-kani1283,kani1283,repl_hand,unknown,repl_hand-unknown,
repl_five-kani1283,kani1283,repl_five,yes,repl_five-yes,
five_replacement-kani1283,kani1283,five_replacement,hand ? (< POC *minV- ‘hand’ ?),five_replacement-handwordotherthanqalima,
colex-kani1282,kani1282,colex,lexically distinct,colex-lexicallydistinct,
dist-kani1282,kani1282,dist,lexical replacement,dist-lexicalreplacement,
repl_hand-kani1282,kani1282,repl_hand,yes,repl_hand-yes,
repl_five-kani1282,kani1282,repl_five,yes,repl_five-yes,
hand_replacement-kani1282,kani1282,hand_replacement,PAN *paNij ‘wing’,hand_replacement-wing,
five_replacement-kani1282,kani1282,five_replacement,hand ? (< POC *minV- ‘hand’ ?),five_replacement-handwordotherthanqalima,
colex-seim1238,seim1238,colex,lexically distinct,colex-lexicallydistinct,
dist-seim1238,seim1238,dist,lexical replacement,dist-lexicalreplacement,
repl_hand-seim1238,seim1238,repl_hand,yes,repl_hand-yes,
repl_five-seim1238,seim1238,repl_five,yes,repl_five-yes,
hand_replacement-seim1238,seim1238,hand_replacement,POC *minV- ‘hand’ ?,hand_replacement-handwordotherthanqalima,
five_replacement-seim1238,seim1238,five_replacement,one wing (< PAN *paNij ‘wing’),five_replacement-handwordotherthanqalima,
colex-wuvu1239,wuvu1239,colex,partial colexification,colex-partialcolexification,
dist-wuvu1239,wuvu1239,dist,?,,(recolexification)
repl_hand-wuvu1239,wuvu1239,repl_hand,yes,repl_hand-yes,
repl_five-wuvu1239,wuvu1239,repl_five,yes,repl_five-yes,
hand_replacement-wuvu1239,wuvu1239,hand_replacement,PAN *paNij ‘wing’,hand_replacement-wing,
five_replacement-wuvu1239,wuvu1239,five_replacement,one wing,five_replacement-handwordotherthanqalima,
colex-herm1237,herm1237,colex,lexically distinct,colex-lexicallydistinct,
dist-herm1237,herm1237,dist,phonological change,dist-phonologicalchange,
repl_hand-herm1237,herm1237,repl_hand,no,repl_hand-no,
repl_five-herm1237,herm1237,repl_five,no,repl_five-no,
colex-bipi1237,bipi1237,colex,partial colexification,colex-partialcolexification,
repl_hand-bipi1237,bipi1237,repl_hand,no,repl_hand-no,
repl_five-bipi1237,bipi1237,repl_five,no,repl_five-no,
colex-nyin1250,nyin1250,colex,partial colexification,colex-partialcolexification,
repl_hand-nyin1250,nyin1250,repl_hand,no,repl_hand-no,
repl_five-nyin1250,nyin1250,repl_five,no,repl_five-no,
colex-sori1242,sori1242,colex,lexically distinct,colex-lexicallydistinct,
dist-sori1242,sori1242,dist,phonological change,dist-phonologicalchange,
repl_hand-sori1242,sori1242,repl_hand,no,repl_hand-no,
repl_five-sori1242,sori1242,repl_five,no,repl_five-no,
colex-liku1243,liku1243,colex,full colexification,colex-fullcolexification,
repl_hand-liku1243,liku1243,repl_hand,no,repl_hand-no,
repl_five-liku1243,liku1243,repl_five,no,repl_five-no,
colex-kheh1237,kheh1237,colex,full colexification,colex-fullcolexification,
repl_hand-kheh1237,kheh1237,repl_hand,no,repl_hand-no,
repl_five-kheh1237,kheh1237,repl_five,no,repl_five-no,
colex-mond1265,mond1265,colex,unknown,colex-unknown,
repl_hand-mond1265,mond1265,repl_hand,unknown,repl_hand-unknown,
repl_five-mond1265,mond1265,repl_five,no,repl_five-no,
colex-tulu1259,tulu1259,colex,lexically distinct,colex-lexicallydistinct,
dist-tulu1259,tulu1259,dist,lexical replacement,dist-lexicalreplacement,
repl_hand-tulu1259,tulu1259,repl_hand,yes,repl_hand-yes,
repl_five-tulu1259,tulu1259,repl_five,no,repl_five-no,
hand_replacement-tulu1259,tulu1259,hand_replacement,"PMP *kapak ‘beat the wings, flap the wings; sound of flapping’ ?",hand_replacement-wing,
colex-pona1250,pona1250,colex,partial colexification,colex-partialcolexification,
repl_hand-pona1250,pona1250,repl_hand,no,repl_hand-no,
repl_five-pona1250,pona1250,repl_five,no,repl_five-no,
colex-kurt1250,kurt1250,colex,unknown,colex-unknown,
repl_hand-kurt1250,kurt1250,repl_hand,unknown,repl_hand-unknown,
repl_five-kurt1250,kurt1250,repl_five,no,repl_five-no,
colex-eluu1241,eluu1241,colex,unknown,colex-unknown,
repl_hand-eluu1241,eluu1241,repl_hand,unknown,repl_hand-unknown,
repl_five-eluu1241,eluu1241,repl_five,unknown,repl_five-unknown,
colex-kele1258,kele1258,colex,lexically distinct,colex-lexicallydistinct,
dist-kele1258,kele1258,dist,phonological change,dist-phonologicalchange,
repl_hand-kele1258,kele1258,repl_hand,no,repl_hand-no,
repl_five-kele1258,kele1258,repl_five,no,repl_five-no,
colex-eree1241,eree1241,colex,unknown,colex-unknown,
repl_hand-eree1241,eree1241,repl_hand,unknown,repl_hand-unknown,
repl_five-eree1241,eree1241,repl_five,no,repl_five-no,
colex-andr1248,andr1248,colex,partial colexification,colex-partialcolexification,
repl_hand-andr1248,andr1248,repl_hand,no,repl_hand-no,
repl_five-andr1248,andr1248,repl_five,no,repl_five-no,
colex-leip1237,leip1237,colex,lexically distinct,colex-lexicallydistinct,
dist-leip1237,leip1237,dist,phonological change,dist-phonologicalchange,
repl_hand-leip1237,leip1237,repl_hand,no,repl_hand-no,
repl_five-leip1237,leip1237,repl_five,no,repl_five-no,
colex-bowa1234,bowa1234,colex,lexically distinct,colex-lexicallydistinct,
dist-bowa1234,bowa1234,dist,lexical replacement,dist-lexicalreplacement,
repl_hand-bowa1234,bowa1234,repl_hand,yes,repl_hand-yes,
repl_five-bowa1234,bowa1234,repl_five,no,repl_five-no,
hand_replacement-bowa1234,bowa1234,hand_replacement,"PMP *kapak ‘beat the wings, flap the wings; sound of flapping’ ?",hand_replacement-wing,
colex-lele1270,lele1270,colex,unknown,colex-unknown,
repl_hand-lele1270,lele1270,repl_hand,unknown,repl_hand-unknown,
repl_five-lele1270,lele1270,repl_five,no,repl_five-no,
colex-tita1241,tita1241,colex,full colexification,colex-fullcolexification,
repl_hand-tita1241,tita1241,repl_hand,no,repl_hand-no,
repl_five-tita1241,tita1241,repl_five,no,repl_five-no,
colex-nali1245,nali1245,colex,lexically distinct,colex-lexicallydistinct,
dist-nali1245,nali1245,dist,phonological change,dist-phonologicalchange,
repl_hand-nali1245,nali1245,repl_hand,no,repl_hand-no,
repl_five-nali1245,nali1245,repl_five,no,repl_five-no,
colex-loni1238,loni1238,colex,lexically distinct,colex-lexicallydistinct,
dist-loni1238,loni1238,dist,phonological change,dist-phonologicalchange,
repl_hand-loni1238,loni1238,repl_hand,no,repl_hand-no,
repl_five-loni1238,loni1238,repl_five,no,repl_five-no,
colex-moke1240,moke1240,colex,lexically distinct,colex-lexicallydistinct,
dist-moke1240,moke1240,dist,phonological change,dist-phonologicalchange,
repl_hand-moke1240,moke1240,repl_hand,no,repl_hand-no,
repl_five-moke1240,moke1240,repl_five,no,repl_five-no,
colex-pakt1239,pakt1239,colex,lexically distinct,colex-lexicallydistinct,
dist-pakt1239,pakt1239,dist,lexical replacement,dist-lexicalreplacement,
repl_hand-pakt1239,pakt1239,repl_hand,yes,repl_hand-yes,
repl_five-pakt1239,pakt1239,repl_five,yes,repl_five-yes,
hand_replacement-pakt1239,pakt1239,hand_replacement,POC *minV- ‘hand’ ?,hand_replacement-handwordotherthanqalima,
five_replacement-pakt1239,pakt1239,five_replacement,unclear,five_replacement-unclear,
colex-louu1245,louu1245,colex,lexically distinct,colex-lexicallydistinct,
dist-louu1245,louu1245,dist,lexical replacement,dist-lexicalreplacement,
repl_hand-louu1245,louu1245,repl_hand,yes,repl_hand-yes,
repl_five-louu1245,louu1245,repl_five,yes,repl_five-yes,
hand_replacement-louu1245,louu1245,hand_replacement,POC *minV- ‘hand’ ?,hand_replacement-handwordotherthanqalima,
five_replacement-louu1245,louu1245,five_replacement,unclear,five_replacement-unclear,
colex-balu1257,balu1257,colex,lexically distinct,colex-lexicallydistinct,
dist-balu1257,balu1257,dist,lexical replacement,dist-lexicalreplacement,
repl_hand-balu1257,balu1257,repl_hand,yes,repl_hand-yes,
repl_five-balu1257,balu1257,repl_five,yes,repl_five-yes,
hand_replacement-balu1257,balu1257,hand_replacement,POC *minV- ‘hand’ ?,hand_replacement-handwordotherthanqalima,
five_replacement-balu1257,balu1257,five_replacement,unclear,five_replacement-unclear,
colex-lenk1247,lenk1247,colex,unknown,colex-unknown,
repl_hand-lenk1247,lenk1247,repl_hand,unknown,repl_hand-unknown,
repl_five-lenk1247,lenk1247,repl_five,yes,repl_five-yes,
five_replacement-lenk1247,lenk1247,five_replacement,unclear,five_replacement-unclear,
colex-penc1239,penc1239,colex,unknown,colex-unknown,
repl_hand-penc1239,penc1239,repl_hand,unknown,repl_hand-unknown,
repl_five-penc1239,penc1239,repl_five,yes,repl_five-yes,
five_replacement-penc1239,penc1239,five_replacement,unclear,five_replacement-unclear,
colex-naun1237,naun1237,colex,lexically distinct,colex-lexicallydistinct,
dist-naun1237,naun1237,dist,lexical replacement,dist-lexicalreplacement,
repl_hand-naun1237,naun1237,repl_hand,yes,repl_hand-yes,
repl_five-naun1237,naun1237,repl_five,yes,repl_five-yes,
hand_replacement-naun1237,naun1237,hand_replacement,POC *minV- ‘hand’ ?,hand_replacement-handwordotherthanqalima,
five_replacement-naun1237,naun1237,five_replacement,unclear,five_replacement-unclear,
colex-muss1246,muss1246,colex,lexically distinct,colex-lexicallydistinct,
dist-muss1246,muss1246,dist,phonological change,dist-phonologicalchange,
repl_hand-muss1246,muss1246,repl_hand,no,repl_hand-no,
repl_five-muss1246,muss1246,repl_five,no,repl_five-no,
colex-teni1244,teni1244,colex,unknown,colex-unknown,
repl_hand-teni1244,teni1244,repl_hand,unknown,repl_hand-unknown,
repl_five-teni1244,teni1244,repl_five,no,repl_five-no,
colex-liki1241,liki1241,colex,unknown,colex-unknown,
repl_hand-liki1241,liki1241,repl_hand,unknown,repl_hand-unknown,
repl_five-liki1241,liki1241,repl_five,no,repl_five-no,
colex-sobe1238,sobe1238,colex,lexically distinct,colex-lexicallydistinct,
dist-sobe1238,sobe1238,dist,phonological change,dist-phonologicalchange,
repl_hand-sobe1238,sobe1238,repl_hand,no,repl_hand-no,
repl_five-sobe1238,sobe1238,repl_five,no,repl_five-no,
colex-wakd1237,wakd1237,colex,unknown,colex-unknown,
repl_hand-wakd1237,wakd1237,repl_hand,unknown,repl_hand-unknown,
repl_five-wakd1237,wakd1237,repl_five,no,repl_five-no,
colex-masi1265,masi1265,colex,unknown,colex-unknown,
repl_hand-masi1265,masi1265,repl_hand,unknown,repl_hand-unknown,
repl_five-masi1265,masi1265,repl_five,no,repl_five-no,
colex-yamn1237,yamn1237,colex,unknown,colex-unknown,
repl_hand-yamn1237,yamn1237,repl_hand,unknown,repl_hand-unknown,
repl_five-yamn1237,yamn1237,repl_five,no,repl_five-no,
colex-anus1237,anus1237,colex,unknown,colex-unknown,
repl_hand-anus1237,anus1237,repl_hand,unknown,repl_hand-unknown,
repl_five-anus1237,anus1237,repl_five,no,repl_five-no,
colex-pode1237,pode1237,colex,unknown,colex-unknown,
repl_hand-pode1237,pode1237,repl_hand,unknown,repl_hand-unknown,
repl_five-pode1237,pode1237,repl_five,unknown,repl_five-unknown,
colex-bong1287,bong1287,colex,unknown,colex-unknown,
repl_hand-bong1287,bong1287,repl_hand,unknown,repl_hand-unknown,
repl_five-bong1287,bong1287,repl_five,no,repl_five-no,
colex-kapt1235,kapt1235,colex,unknown,colex-unknown,
repl_hand-kapt1235,kapt1235,repl_hand,unknown,repl_hand-unknown,
repl_five-kapt1235,kapt1235,repl_five,unknown,repl_five-unknown,
colex-tarp1240,tarp1240,colex,lexically distinct,colex-lexicallydistinct,
dist-tarp1240,tarp1240,dist,phonological change,dist-phonologicalchange,
repl_hand-tarp1240,tarp1240,repl_hand,no,repl_hand-no,
repl_five-tarp1240,tarp1240,repl_five,no,repl_five-no,
colex-ormu1248,ormu1248,colex,unknown,colex-unknown,
repl_hand-ormu1248,ormu1248,repl_hand,unknown,repl_hand-unknown,
repl_five-ormu1248,ormu1248,repl_five,no,repl_five-no,
colex-kayu1243,kayu1243,colex,lexically distinct,colex-lexicallydistinct,
dist-kayu1243,kayu1243,dist,lexical replacement,dist-lexicalreplacement,
repl_hand-kayu1243,kayu1243,repl_hand,yes,repl_hand-yes,
repl_five-kayu1243,kayu1243,repl_five,no,repl_five-no,
hand_replacement-kayu1243,kayu1243,hand_replacement,unclear,hand_replacement-unclear,
colex-toba1266,toba1266,colex,lexically distinct,colex-lexicallydistinct,
dist-toba1266,toba1266,dist,lexical replacement,dist-lexicalreplacement,
repl_hand-toba1266,toba1266,repl_hand,yes,repl_hand-yes,
repl_five-toba1266,toba1266,repl_five,no,repl_five-no,
hand_replacement-toba1266,toba1266,hand_replacement,unclear,hand_replacement-unclear,
colex-kapp1237,kapp1237,colex,lexically distinct,colex-lexicallydistinct,
dist-kapp1237,kapp1237,dist,lexical replacement,dist-lexicalreplacement,
repl_hand-kapp1237,kapp1237,repl_hand,yes,repl_hand-yes,
repl_five-kapp1237,kapp1237,repl_five,no,repl_five-no,
hand_replacement-kapp1237,kapp1237,hand_replacement,unclear,hand_replacement-unclear,
colex-tuml1238,tuml1238,colex,unknown,colex-unknown,
repl_hand-tuml1238,tuml1238,repl_hand,unknown,repl_hand-unknown,
repl_five-tuml1238,tuml1238,repl_five,no,repl_five-no,
colex-sera1260,sera1260,colex,lexically distinct,colex-lexicallydistinct,
dist-sera1260,sera1260,dist,lexical replacement,dist-lexicalreplacement,
repl_hand-sera1260,sera1260,repl_hand,yes,repl_hand-yes,
repl_five-sera1260,sera1260,repl_five,yes,repl_five-yes,
hand_replacement-sera1260,sera1260,hand_replacement,"PMP *baRa ‘hand, arm’ ?",hand_replacement-handwordotherthanqalima,
five_replacement-sera1260,sera1260,five_replacement,"wing one ?? (< PWOC *baqe ‘wing, (?) hand’)",five_replacement-handwordotherthanqalima,
colex-arop1242,arop1242,colex,lexically distinct,colex-lexicallydistinct,
dist-arop1242,arop1242,dist,lexical replacement,dist-lexicalreplacement,
repl_hand-arop1242,arop1242,repl_hand,yes,repl_hand-yes,
repl_five-arop1242,arop1242,repl_five,yes,repl_five-yes,
hand_replacement-arop1242,arop1242,hand_replacement,"PWOC *baqe ‘wing, (?) hand’",hand_replacement-wing,
five_replacement-arop1242,arop1242,five_replacement,2+2+1,five_replacement-additionwith2,
colex-malo1245,malo1245,colex,unknown,colex-unknown,
repl_hand-malo1245,malo1245,repl_hand,unknown,repl_hand-unknown,
repl_five-malo1245,malo1245,repl_five,yes,repl_five-yes,
five_replacement-malo1245,malo1245,five_replacement,2+2+1,five_replacement-additionwith2,
colex-siss1243,siss1243,colex,lexically distinct,colex-lexicallydistinct,
dist-siss1243,siss1243,dist,lexical replacement,dist-lexicalreplacement,
repl_hand-siss1243,siss1243,repl_hand,yes,repl_hand-yes,
repl_five-siss1243,siss1243,repl_five,yes,repl_five-yes,
hand_replacement-siss1243,siss1243,hand_replacement,unclear,hand_replacement-unclear,
five_replacement-siss1243,siss1243,five_replacement,2+2+1,five_replacement-additionwith2,
colex-ulau1237,ulau1237,colex,partial colexification,colex-partialcolexification,
dist-ulau1237,ulau1237,dist,?,,(recolexification)
repl_hand-ulau1237,ulau1237,repl_hand,yes,repl_hand-yes,
repl_five-ulau1237,ulau1237,repl_five,yes,repl_five-yes,
hand_replacement-ulau1237,ulau1237,hand_replacement,unclear,hand_replacement-unclear,
five_replacement-ulau1237,ulau1237,five_replacement,hand other ?,five_replacement-handwordotherthanqalima,
colex-kaie1237,kaie1237,colex,lexically distinct,colex-lexicallydistinct,
dist-kaie1237,kaie1237,dist,lexical replacement,dist-lexicalreplacement,
repl_hand-kaie1237,kaie1237,repl_hand,yes,repl_hand-yes,
repl_five-kaie1237,kaie1237,repl_five,no,repl_five-no,
hand_replacement-kaie1237,kaie1237,hand_replacement,unclear,hand_replacement-unclear,
colex-tere1276,tere1276,colex,unknown,colex-unknown,
repl_hand-tere1276,tere1276,repl_hand,unknown,repl_hand-unknown,
repl_five-tere1276,tere1276,repl_five,no,repl_five-no,
colex-kair1263,kair1263,colex,lexically distinct,colex-lexicallydistinct,
dist-kair1263,kair1263,dist,lexical replacement,dist-lexicalreplacement,
repl_hand-kair1263,kair1263,repl_hand,yes,repl_hand-yes,
repl_five-kair1263,kair1263,repl_five,no,repl_five-no,
hand_replacement-kair1263,kair1263,hand_replacement,unclear,hand_replacement-unclear,
colex-biem1237,biem1237,colex,lexically distinct,colex-lexicallydistinct,
dist-biem1237,biem1237,dist,lexical replacement,dist-lexicalreplacement,
repl_hand-biem1237,biem1237,repl_hand,no,repl_hand-no,
repl_five-biem1237,biem1237,repl_five,yes,repl_five-yes,
five_replacement-biem1237,biem1237,five_replacement,4+1,five_replacement-additionwith4,
colex-mana1295,mana1295,colex,lexically distinct,colex-lexicallydistinct,
dist-mana1295,mana1295,dist,phonological change,dist-phonologicalchange,
repl_hand-mana1295,mana1295,repl_hand,no,repl_hand-no,
repl_five-mana1295,mana1295,repl_five,no,repl_five-no,
colex-sepa1241,sepa1241,colex,full colexification,colex-fullcolexification,
repl_hand-sepa1241,sepa1241,repl_hand,no,repl_hand-no,
repl_five-sepa1241,sepa1241,repl_five,no,repl_five-no,
colex-kiss1246,kiss1246,colex,lexically distinct,colex-lexicallydistinct,
dist-kiss1246,kiss1246,dist,phonological change,dist-phonologicalchange,
repl_hand-kiss1246,kiss1246,repl_hand,no,repl_hand-no,
repl_five-kiss1246,kiss1246,repl_five,no,repl_five-no,
colex-woge1237,woge1237,colex,lexically distinct,colex-lexicallydistinct,
dist-woge1237,woge1237,dist,lexical replacement,dist-lexicalreplacement,
repl_hand-woge1237,woge1237,repl_hand,no,repl_hand-no,
repl_five-woge1237,woge1237,repl_five,yes,repl_five-yes,
five_replacement-woge1237,woge1237,five_replacement,4+1,five_replacement-additionwith4,
colex-mede1237,mede1237,colex,lexically distinct,colex-lexicallydistinct,
dist-mede1237,mede1237,dist,phonological change,dist-phonologicalchange,
repl_hand-mede1237,mede1237,repl_hand,no,repl_hand-no,
