Language_name	Language_ID	Glottocode	Language_level_glottocode	Parameter_ID	Form	Comment	Cognacy	Dataset	Source	Pages	Ultimate_source	Language_comment
Letemboi	1099	lete1241	lete1241	hand	na-βara-ŋ		16	abvd	52375		Tryon (1976)	Tryon, DT. 1976. New Hebrides Languages: An internal classification. Canberra: Pacific Linguistics.
Nombotkote (Usus - Melkin)	1230	lete1241	lete1241	hand	nɛ-vara-		16	abvd	Shimelman-1230-2015		Aviva Shimelman	"Transcription -- broad -- done with standard IPA with the exception that [ᴅ] was represented as ""dʳ""."
Nombotkote (Blacksands)	1231	lete1241	lete1241	hand	nɛ-vɛra-		16	abvd	Shimelman-1231-2015		Aviva Shimelman	"Transcription -- broad -- done with standard IPA with the exception that [ᴅ] was represented as ""dʳ""."
Nombotkote (Melaklak (Melkin))	1232	lete1241	lete1241	hand	nɛ-vɛra-		16	abvd	Shimelman-1232-2015		Aviva Shimelman	"Transcription -- broad -- done with standard IPA with the exception that [ᴅ] was represented as ""dʳ""."
Letemboi (Aingelemolesa)	1233	lete1241	lete1241	hand	a-vara-		16	abvd	Shimelman-1233-2015		Aviva Shimelman	"Transcription -- broad -- done with standard IPA with the exception that [ᴅ] was represented as ""dʳ""."
Letemboi (Natingatlang North)	1234	lete1241	lete1241	hand	na-vara-		16	abvd	Shimelman-1234-2015		Aviva Shimelman	"Transcription -- broad -- done with standard IPA with the exception that [ᴅ] was represented as ""dʳ""."
Letemboi (Nevatanyene)	1235	lete1241	lete1241	hand	nɛ-vɛra-		16	abvd	Shimelman-1235-2015		Aviva Shimelman	"Transcription -- broad -- done with standard IPA with the exception that [ᴅ] was represented as ""dʳ""."
Letemboi (Newotenyene)	1236	lete1241	lete1241	hand	nɪvara-		16	abvd	Shimelman-1236-2015		Aviva Shimelman	"Transcription -- broad -- done with standard IPA with the exception that [ᴅ] was represented as ""dʳ""."
Novol (Usus - Dixon Reef)	1239	lete1241	lete1241	hand	a-vara-		16	abvd	Shimelman-1239-2015		Aviva Shimelman	"Transcription -- broad -- done with standard IPA with the exception that [ᴅ] was represented as ""dʳ""."
Novol (Usus - Dixon Reef)	1240	lete1241	lete1241	hand	a-vara-		16	abvd	Shimelman-1240-2015		Aviva Shimelman	"Transcription -- broad -- done with standard IPA with the exception that [ᴅ] was represented as ""dʳ""."
Novol (Usus - Dixon Reef)	1241	lete1241	lete1241	hand	nɛ-vɛra-		16	abvd	Shimelman-1241-2015		Aviva Shimelman	"Transcription -- broad -- done with standard IPA with the exception that [ᴅ] was represented as ""dʳ""."
Novol (Melaklak)	1242	lete1241	lete1241	hand	var-		16	abvd	Shimelman-1242-2015		Aviva Shimelman	"Transcription -- broad -- done with standard IPA with the exception that [ᴅ] was represented as ""dʳ""."
Novol (Bangir)	1370	lete1241	lete1241	hand	nɛ-vɛran		16	abvd	Shimelman-1370-2016		Aviva Shimelman	"Transcription -- broad -- done with standard IPA with the exception that [ᴅ] was represented as ""dʳ""."
Novol (Bangir)	1370	lete1241	lete1241	hand	nɛ-vɛran		16	abvd	Shimelman-1370-2016		Aviva Shimelman	"Transcription -- broad -- done with standard IPA with the exception that [ᴅ] was represented as ""dʳ""."
Natangan (Mbonvor) 162-86	1397	lete1241	lete1241	hand	na-varna		16	abvd	Shimelman-1397-2016		Aviva Shimelman	"Transcription -- broad -- done with standard IPA with the exception that [ᴅ] was represented as ""dʳ""."
Natangan (Farun) 162-95b	1405	lete1241	lete1241	hand	nɪvɛra-ŋk		16	abvd	Shimelman-1405-2016		Aviva Shimelman	"Transcription -- broad -- done with standard IPA with the exception that [ᴅ] was represented as ""dʳ""."
Leti	leti1246-1	leti1246	leti1246	five	Wolimo			barlowpacific	Stokhof1981Vol3.1	pp.28-29		
Leti	leti1246-2	leti1246	leti1246	five	vò-lima			barlowpacific	vanEngelenhoven2004	p.164		
Letinese	70	leti1246	leti1246	hand	lima		1,64	abvd	66632		Blust from: Jonker (1932)	Jonker, J. C. G. (1932). Lettineesche taalstudiën. Verhandelingen van het Bataviaasch Genootschap van Kunsten en Wetenschappen 69. Bandung.
Central Lembata, Kalikasa	lama1277-kalik	kali1300	levu1239	five	lɛm			lexirumah	fricke15			
Levuka, Indonesia	levu1239-1	levu1239	levu1239	five	lɛm			chan2019	Levuka.htm		Miss Hanna Fricke, PhD student, Leiden University, Centre for Linguistics, the Netherlands, December 17, 2015. Informant: Native speaker from Kalikasa (District Atadei, Regency Lembata, Province NTT, Indonesia). Date and place of collection: Kalikasa (District Atadei, Regency Lembata, Province NTT, Indonesia), 15 May 2015.	The above data is taken from a Lamaholot variety in the Western part of the Atadei district, on the island of Lembata in Nusa Tenggara Timur, Indonesia. Although I am not entirely agreeing with the naming of languages and classification of Lamaholot varieties in glottolog, I can say that if following this structure, my languages probably best fit for Levuka and South Lembata both part of Lamaholot Tengah. So My Western part of Atadei would be Levuka and my Eastern Part of Atadei would be South Lembata. Although it is also possible that South Lembata actually refers to another group of languages.
Central Lembata, Kalikasa	lama1277-kalik	kali1300	levu1239	hand	liˈma			lexirumah	fricke15			
Central Lembata, Kalikasa	lama1277-kalik	kali1300	levu1239	hand	limaga			lexirumah	keraf1978			
Central Lembata, Lewokukun	lama1277-lewok	lewo1247	levu1239	hand	limaga			lexirumah	keraf1978			
Central Lembata, Lewuka	lama1277-lewuk	nucl1535	levu1239	hand	limaga			lexirumah	keraf1978			
Lamenu (Nul)	1103	lewo1242	lewo1242	five	lima		1	abvd	52375		Tryon (1976)	Tryon, DT. 1976. New Hebrides Languages: An internal classification. Canberra: Pacific Linguistics.
Lamenu (Mate)	1126	lewo1242	lewo1242	five	lima		1	abvd	52375		Tryon (1976)	Tryon, DT. 1976. New Hebrides Languages: An internal classification. Canberra: Pacific Linguistics.
Lamenu (Filakara)	1135	lewo1242	lewo1242	five	lima		1	abvd	52375		Tryon (1976)	Tryon, DT. 1976. New Hebrides Languages: An internal classification. Canberra: Pacific Linguistics.
Lewo (Mate village)	1688	mate1259	lewo1242	five	lima			abvd			Mary Walworth	
Lewo (Nivu village)	1689	lewo1242	lewo1242	five	lima			abvd			Mary Walworth	
Lewo (Nikaura village)	1690	lewo1242	lewo1242	five	lima			abvd			Mary Walworth	
Lewo (counting system for spirit-creatures)	lewo1242-1	lewo1242	lewo1242	five	limka			barlowpacific	Early1994	p.219		
Lewo, Vanuatu	lewo1242-1	lewo1242	lewo1242	five	lima			chan2019	Lewo.htm		Dr. Robert Early, Linguistics, University of South Pacific, Suva, Fiji, October 10, 1996.	Lewo has a quinary, decimal counting system. the word for 'thousand' manu is a loanword from Polynesian language.
Lewo	lewo1242-2	lewo1242	lewo1242	five	lima			barlowpacific	Early1994	pp.220-223		
Lamenu (Nul)	1103	lewo1242	lewo1242	hand	lima-u		1, 64	abvd	52375		Tryon (1976)	Tryon, DT. 1976. New Hebrides Languages: An internal classification. Canberra: Pacific Linguistics.
Lamenu (Mate)	1126	lewo1242	lewo1242	hand	lima-u		1, 64	abvd	52375		Tryon (1976)	Tryon, DT. 1976. New Hebrides Languages: An internal classification. Canberra: Pacific Linguistics.
Lamenu (Filakara)	1135	lewo1242	lewo1242	hand	lima-u		1, 64	abvd	52375		Tryon (1976)	Tryon, DT. 1976. New Hebrides Languages: An internal classification. Canberra: Pacific Linguistics.
Lewo (Mate village)	1688	mate1259	lewo1242	hand	lima-u			abvd			Mary Walworth	
Lewo (Nivu village)	1689	lewo1242	lewo1242	hand	limanŋin			abvd			Mary Walworth	
Lewo (Nikaura village)	1690	lewo1242	lewo1242	hand	lum-au			abvd			Mary Walworth	
Lewo Eleng	lama1277-lewoe	lewo1243	lewo1243	hand	lima			lexirumah	keraf1978			
Lewotobi, Indonesia	lewo1244-1	lewo1244	lewo1244	five	lema			chan2019	Lewotobi.htm		Dr. Naonori Nagaya, Linguistics, Rice University, USA / National Institute for Japanese Language and Linguistics, Tachikawa, Tokyo, Japan, March 17, 2013.	Lamahotot has a decimal system. The data is taken from Lewotobi dialect.
Lewotobi Lamaholot	lama1277-lewob	lewo1244	lewo1244	hand	lima			lexirumah	keraf1978			
Liabuku	liab1237	liab1237	liab1237	five	dima			lexirumah	berg86			
Liabuku, Sulawesi, Indonesia	liab1237-1	liab1237	liab1237	five	ɗima			chan2019	Liabuku.htm		Dr. René van den Berg, SIL International-Sulawesi, Indonesia, March 23, 1988.	Liabuku might have a decimal numeral system similar to that of Muna. There are missing terms after ten, new data needed.
Liabuku	liab1237	liab1237	liab1237	hand	lima			lexirumah	berg86			
Seti	lian1255-1	lian1255	lian1255	five	lima			barlowpacific	Collins1986	pp.127-128		
Liana-Seti, Maluku, Indonesia	lian1255-1	lian1255	lian1255	five	enlima			chan2019	Liana-Seti.htm		Mr. & Mrs. Frank & Kathy McCollum. Summer Institute of Linguistics, Maluku, Indonesia. January 4, 1994. September 18, 2011.	"Liana-Seti has a decimal system. Note that the word initial ""e"" is a schwa [ə]. Actually, I'm not sure if it is due to word initial, or if it is because it is preceding ""l"" or ""n"". I'm pretty sure that the word ""lelelua"" is pronounced with the word initial sound as a schwa and the next ""e"" sounding the same as the Indonesian ""e""."
Lihir (Sunglik)	385	lihi1237	lihi1237	five	a liem		1	abvd	Tombeh-385-2006		Veronica Tombeh, Malcolm Ross	
Lihir	lihi1237-1	lihi1237	lihi1237	five	(a) liem			barlowpacific	Lean1985Vol01	p.51	5 CSQs; Field Notes 1974. Villages: Lataul, Lakamelen, Makapa, Ton (Lihir Island.), Bulamue (Masahet Island.).	
Lihir, Papua New Guinea	lihi1237-1	lihi1237	lihi1237	five	a lieem			chan2019	Lihir.htm		Ms. Minha Park, SIL International, Papua New Guinea, August 28, 2007.	Lihir has a quinary / vigecimal numeral system of counting. It is based on five and twenties, with the word for person such as 'tsiktun' functioning as numeral twenty (10 fingers +10 toes). Note that it seems that the 'ts' is a voiceless dental fricative, new data needed.
Lihir, Papua New Guinea	lihi1237-2	lihi1237	lihi1237	five	a liem			chan2019	Lihir.htm		Ms. Mary and Mr. Columbana, Lihir District Office, Londolovit, Lihir Island, Papua New Guinea, July 27, 1998.	Lihir has a quinary / vigecimal numeral system of counting Note that it seems that the 'z' is a voiceless dental fricative, new data needed.
Lihir (Sunglik)	385	lihi1237	lihi1237	hand	a liman		1,64	abvd	Tombeh-385-2006		Veronica Tombeh, Malcolm Ross	
Lihir (Sunglik)	385	lihi1237	lihi1237	hand	liman		1,64	abvd	Tombeh-385-2006		Veronica Tombeh, Malcolm Ross	
Moar	liki1241-1	liki1241	liki1241	five	rim			barlowpacific	Ray1912	pp.340-341		
Liki, Papua, Indonesia	liki1241-1	liki1241	liki1241	five	lim			chan2019	Liki-Sobei.htm		Ms. Theresia Wambaliau through Mrs. Jackie Menanti, Summer Institute of Linguistics, Papua (Irian Jaya), Indonesia. August 4, 2005. Taken from SIL linguistics survey, 2006.	Liki has a quinary-decimal counting system, there are missing terms after ten.
Likum	liku1243-1	liku1243	liku1243	five	limeh			barlowpacific	Lean1985Vol02	p.45	1 CSQ. Village: Likum.	
Likum 	liku1243-2	liku1243	liku1243	five	limeh			barlowpacific	Blust2021	pp.24, 25, 30, 31, 32, 37		
Likum (from SIL word list)	liku1243-3	liku1243	liku1243	five	lime	The word for ‘hand’, ‘nime-’, is not identical to the numeral 5, ‘lime(h)’.		barlowpacific	LeanManus	p.42	SIL Word List (1975). Village: Likum.	
Likum	72	liku1243	liku1243	hand	lime-n		1,64	abvd	Blust-72-2005		Blust	
Likum (from SIL word list)	liku1243-3	liku1243	liku1243	hand	nime-	The word for ‘hand’, ‘nime-’, is not identical to the numeral 5, ‘lime(h)’.		barlowpacific	LeanManus	p.42	SIL Word List (1975). Village: Likum.	
Kalinga, Limos	672	limo1248	limo1248	five	limá		1	abvd	83052		Summer Institute of Linguistics (1981)	"ISO 639-3: kmk Spoken in northern Kalinga Province, Luzon.

A classified vocabulary: English, Pilipino and Limos Kalinga. 1981. Summer Institute of Linguistics."
Limos Kalinga, Philippines	limo1248-1	limo1248	limo1248	five	li'ma			chan2019	Kalinga-Northern.html		Mr. Hartmut Wiens. SIL International, Philippines, June 23, 1993. September 26, 2009, July 27, 2018.	Limos Kalinga or Northern Kalinga has a decimal system. There is a palatal lateral in numerals 3, 8 and 10, expressed in IPA [ʎ]. In the current orthography it is written with a bar below the l.
Kalinga, Limos	672	limo1248	limo1248	hand	íma		1,65	abvd	83052		Summer Institute of Linguistics (1981)	"ISO 639-3: kmk Spoken in northern Kalinga Province, Luzon.

A classified vocabulary: English, Pilipino and Limos Kalinga. 1981. Summer Institute of Linguistics."
Lindu (Tado), Sulawesi, Indonesia	lind1248-1	lind1248	lind1248	five	a.'ɽi.ma			chan2019	Linda-Tado.htm		Mr. Jonathan Coombs, Ms. Veronica Coombs and Ms. Janet Oruh, Wycliffe International. November 3, 2010.	Lindu or Tado has a decimal system. Notes: - stress is always penultimate and all syllables are (C)V(V), although C may be ⁿC. - thought you might find 400 interesting, since aopo becomes opo there. - The primary data was not all phonetic; where phonemic it has been converted here to phonetic IPA.
Neverver	1140	ling1265	ling1265	five	i-lim		1	abvd	52375		Tryon (1976)	Tryon, DT. 1976. New Hebrides Languages: An internal classification. Canberra: Pacific Linguistics.
Neverver (Lingarak - Mindu)	1243	ling1265	ling1265	five	i-lim		1	abvd	Shimelman-1243-2015		Aviva Shimelman	"Transcription -- broad -- done with standard IPA with the exception that [ᴅ] was represented as ""dʳ""."
Neverver (Lingarak - Sakan)	1244	ling1265	ling1265	five	i-lim		1	abvd	Shimelman-1244-2015		Aviva Shimelman	"Transcription -- broad -- done with standard IPA with the exception that [ᴅ] was represented as ""dʳ""."
Lingarak (Neverver), Vanuatu	ling1265-1	ling1265	ling1265	five	ilim			chan2019	Lingarak-Neverver.htm		Dr. Julie Barbour, Department of linguistics, University of Waitako, New Zealand. April 4, 2005	Lingarak or Neverver has a quinary, decimal counting system.
Neverver	1140	ling1265	ling1265	hand	ne-βra-n		16	abvd	52375		Tryon (1976)	Tryon, DT. 1976. New Hebrides Languages: An internal classification. Canberra: Pacific Linguistics.
Neverver (Lingarak - Mindu)	1243	ling1265	ling1265	hand	nɛ-vɛra-		16	abvd	Shimelman-1243-2015		Aviva Shimelman	"Transcription -- broad -- done with standard IPA with the exception that [ᴅ] was represented as ""dʳ""."
Neverver (Lingarak - Sakan)	1244	ling1265	ling1265	hand	nɛ-vɛɾa-		16	abvd	Shimelman-1244-2015		Aviva Shimelman	"Transcription -- broad -- done with standard IPA with the exception that [ᴅ] was represented as ""dʳ""."
Lio	lioo1240	lioo1240	lioo1240	five	əsa_lima	CL + five		lexirumah	elias17			Voiceless plosives are aspirated.
Lio (Flores)	lioo1240-1	lioo1240	lioo1240	five	lima			barlowpacific	Stokhof1983Vol6	p.178		
Li'o-Nduaria, Flores, Indonesia	lioo1240-1	lioo1240	lioo1240	five	əsa lima			chan2019	Lio.htm		Dr. Fay Wouk, Department of Applied Language and Linguistics, Faculty of Arts, University of Auckland, Auckland, New Zealand, January 2, 2016.	Li'o-Nduaria has an incomplete quinary decimal numeral system very similar to that of Ende, in Li'o the number 4 is 'sutu' while in Ende the number 4 is 'ʋutu', so Li'o is sometime regarded as dialect of Ende.
Lio, Flores Tongah	204	lioo1240	lioo1240	hand	lima		1,64	abvd	Mbete-204-2005		Aron Meko Mbete	
Lio	lioo1240	lioo1240	lioo1240	hand	lima	"means ""hand, arm"""		lexirumah	elias17			Voiceless plosives are aspirated.
Lisabata, Maluku, Indonesia	lisa1239-1	lisa1239	lisa1239	five	'nima			chan2019	Lisabata-Nuniali.htm		Mr. Russ Roski, SIL-Maluku, February 22, 1988. Taken from SIL linguistic survey list.	There are missing terms over ten for Lisabata numeral system.
Masarete: Ambon (from the missionary-teacher)	lise1239-1	lise1239	lise1239	five	limo			barlowpacific	Stokhof1982Vol3.4	p.29		
Masarete: Ambon (from the post-holder of Masarete, J. Suhoka)	lise1239-2	lise1239	lise1239	five	Lima			barlowpacific	Stokhof1982Vol3.4	p.14		
The language spoken by the Alfuru from Kayeli, Licella, Tagalisa and Liliali: Buru	lise1239-3	lise1239	lise1239	five	Līmà			barlowpacific	Stokhof1982Vol3.4	pp.44-45		
Wayapo	lise1239-4	lise1239	lise1239	five	Lima			barlowpacific	Wallace1869	pp.622-625		
Naman	457	litz1237	litz1237	five	iləm		1	abvd	154909		Crowley, T. (2006). Naman: a vanishing language...	"Crowley, T. (2006). Naman: a vanishing language of Malakula (Vanuatu).  Edited by John Lynch. Pacific Linguistics. Research School of Pacific and Asian Studies. The Australian National University.

/kh/ = velar fricative, /ng/ = velar nasal, /ë/ = schwa"
Litzlitz	1053	litz1237	litz1237	five	i-ləm		1	abvd	52375		Tryon (1976)	Tryon, DT. 1976. New Hebrides Languages: An internal classification. Canberra: Pacific Linguistics.
Naman (Litzlitz)	1256	litz1237	litz1237	five	i-ləm		1	abvd	Shimelman-1256-2015		Aviva Shimelman	"Transcription -- broad -- done with standard IPA with the exception that [ᴅ] was represented as ""dʳ""."
Litzlitz (Naman), Vanuatu	litz1237-1	litz1237	litz1237	five	iləm			chan2019	Litzlitz.htm		Dr. Terry Crowley, Department of linguistics, University of Waitako, New Zealand. April 5, 2005.	Litzlitz or Naman has a quinary, decimal counting system. The above data was sent to me by Dr. Julie Barbour, the
Naman	457	litz1237	litz1237	hand	nəverən		16	abvd	154909		Crowley, T. (2006). Naman: a vanishing language...	"Crowley, T. (2006). Naman: a vanishing language of Malakula (Vanuatu). Edited by John Lynch. Pacific Linguistics. Research School of Pacific and Asian Studies. The Australian National University.

/kh/ = velar fricative, /ng/ = velar nasal, /ë/ = schwa"
Litzlitz	1053	litz1237	litz1237	hand	nə-βero-ᵑk		16	abvd	52375		Tryon (1976)	Tryon, DT. 1976. New Hebrides Languages: An internal classification. Canberra: Pacific Linguistics.
Naman (Litzlitz)	1256	litz1237	litz1237	hand	nɪ-vɛru-		16	abvd	Shimelman-1256-2015		Aviva Shimelman	"Transcription -- broad -- done with standard IPA with the exception that [ᴅ] was represented as ""dʳ""."
Lola Maluku, Indonesia	lola1248-1	lola1248	lola1248	five	'lima			chan2019	Lola-Maluku.htm		Mr. Jock Hughes, SIL International, February 22, 1997. Taken from SIL linguistic survey list.	Lola might have a decimal system. There are missing terms over ten.
Lolok, Sulawesi, Indonesia	lola1250-1	lola1250	lola1250	five	(ko)lima			chan2019	Lolak.htm		Mr. Scott Merrifield, SIL-Sulawesi, Indonesia. November 6, 1997. Taken from North Sulawesi language survey, 1996.	Lolak has a decimal system. Higher numerals after ten needed.
